seed,update_index,candidate_hash,target_agent_id,question_hash,assigned_to_branch,explicit_context_hit,parent_G,delta_G,parent_repair_distance,delta_repair_distance,parent_vote_correct,delta_vote_correct,target_correct_delta,candidate_passed
48,0,2548042ecbd8a19f530a19ff12a788b2a9c717d4f093df745f0a80b3e492cba3,3,e39c7bfc2d60a8ac6ae2571f14cc7b9c6092369df29244754b49bd6b186692b6,True,False,0,0,3,0,False,0,0,True
48,0,2548042ecbd8a19f530a19ff12a788b2a9c717d4f093df745f0a80b3e492cba3,3,c68b63186b95718140cb1dd3286d906e8b02b54173c26260c15c1ae8cad5eeb4,True,False,0,0,3,0,False,0,0,True
48,0,2548042ecbd8a19f530a19ff12a788b2a9c717d4f093df745f0a80b3e492cba3,3,0e50c25afc8f7c5b8cfc77284464df0440b2d65542881bbae652c8975cfb5894,True,True,0,0,3,0,False,0,0,True
48,0,2548042ecbd8a19f530a19ff12a788b2a9c717d4f093df745f0a80b3e492cba3,3,a0fff51d451e031114e7c956fc98a17db1613a0c7393fcc8617a76ff719c1ae0,True,False,0,0,3,0,False,0,0,True
48,0,2548042ecbd8a19f530a19ff12a788b2a9c717d4f093df745f0a80b3e492cba3,3,55d982ac6e7025a805e7a9ec459148237716daae0c5e6475fcd9b50da7120a0e,True,True,0,1,3,-1,False,0,1,True
48,0,4ebd6150254f8dd2ed20f7b030e910eec6ead10abb4435b7031056e64df497b9,3,e39c7bfc2d60a8ac6ae2571f14cc7b9c6092369df29244754b49bd6b186692b6,True,False,0,0,3,0,False,0,0,True
48,0,4ebd6150254f8dd2ed20f7b030e910eec6ead10abb4435b7031056e64df497b9,3,c68b63186b95718140cb1dd3286d906e8b02b54173c26260c15c1ae8cad5eeb4,True,False,0,0,3,0,False,0,0,True
48,0,4ebd6150254f8dd2ed20f7b030e910eec6ead10abb4435b7031056e64df497b9,3,0e50c25afc8f7c5b8cfc77284464df0440b2d65542881bbae652c8975cfb5894,True,True,0,0,3,0,False,0,0,True
48,0,4ebd6150254f8dd2ed20f7b030e910eec6ead10abb4435b7031056e64df497b9,3,a0fff51d451e031114e7c956fc98a17db1613a0c7393fcc8617a76ff719c1ae0,True,False,0,0,3,0,False,0,0,True
48,0,4ebd6150254f8dd2ed20f7b030e910eec6ead10abb4435b7031056e64df497b9,3,55d982ac6e7025a805e7a9ec459148237716daae0c5e6475fcd9b50da7120a0e,True,True,0,1,3,-1,False,0,1,True
48,0,0944cb42d8fbef79004603b59ec4f63b8fb20ef1a7cb03c0f2ae2c83dbd62d1c,1,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,True,False,0,1,3,-1,False,0,1,False
48,0,0944cb42d8fbef79004603b59ec4f63b8fb20ef1a7cb03c0f2ae2c83dbd62d1c,1,a25893dde99448f79531912c0dc8e1fa1c208680d9854f351577121d4b5f534f,True,False,0,0,3,0,False,0,0,False
48,0,0944cb42d8fbef79004603b59ec4f63b8fb20ef1a7cb03c0f2ae2c83dbd62d1c,1,e5ea73458c15216da1433eb90dee13dd59e142b50b4277f2510ddd1340e29ebd,True,False,0,1,3,-1,False,0,1,False
48,0,0944cb42d8fbef79004603b59ec4f63b8fb20ef1a7cb03c0f2ae2c83dbd62d1c,1,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,True,True,0,1,3,-1,False,0,1,False
48,0,0944cb42d8fbef79004603b59ec4f63b8fb20ef1a7cb03c0f2ae2c83dbd62d1c,1,790db948bdc0cf00e68ec747f91f0d67c6c598065d7a536119e844ed87c3b76d,True,True,0,0,3,0,False,0,0,False
48,0,312eec6c8202345f26bf811492307ae3483452bcd31f000b8927bcc24d15fc27,1,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,True,False,0,1,3,-1,False,0,1,True
48,0,312eec6c8202345f26bf811492307ae3483452bcd31f000b8927bcc24d15fc27,1,a25893dde99448f79531912c0dc8e1fa1c208680d9854f351577121d4b5f534f,True,False,0,0,3,0,False,0,0,True
48,0,312eec6c8202345f26bf811492307ae3483452bcd31f000b8927bcc24d15fc27,1,e5ea73458c15216da1433eb90dee13dd59e142b50b4277f2510ddd1340e29ebd,True,False,0,1,3,-1,False,0,1,True
48,0,312eec6c8202345f26bf811492307ae3483452bcd31f000b8927bcc24d15fc27,1,2e586ff5a7843cea7ea24387e93cfa7f46492c4c70f1baa0340d32237f7854db,True,True,0,1,3,-1,False,0,1,True
48,0,312eec6c8202345f26bf811492307ae3483452bcd31f000b8927bcc24d15fc27,1,790db948bdc0cf00e68ec747f91f0d67c6c598065d7a536119e844ed87c3b76d,True,True,0,0,3,0,False,0,0,True
48,1,5dae61c8dcf9cf5bc70427df36553bb2d18cbf86179f5c5facd90fc4da0c7af7,1,91e780478a119714a4cdd8bb4ecf8b91c54899826c61e98181f2081654aa45d0,True,False,0,0,3,0,False,0,0,False
48,1,5dae61c8dcf9cf5bc70427df36553bb2d18cbf86179f5c5facd90fc4da0c7af7,1,b4c58570f88ebeac42bb65e3da67debef37c1945f0544b421513dc3721a96da7,True,False,0,0,3,0,False,0,0,False
48,1,5dae61c8dcf9cf5bc70427df36553bb2d18cbf86179f5c5facd90fc4da0c7af7,1,e39c7bfc2d60a8ac6ae2571f14cc7b9c6092369df29244754b49bd6b186692b6,True,False,0,0,3,0,False,0,0,False
48,1,5dae61c8dcf9cf5bc70427df36553bb2d18cbf86179f5c5facd90fc4da0c7af7,1,c68b63186b95718140cb1dd3286d906e8b02b54173c26260c15c1ae8cad5eeb4,True,False,0,0,3,0,False,0,0,False
48,1,5dae61c8dcf9cf5bc70427df36553bb2d18cbf86179f5c5facd90fc4da0c7af7,1,8fbb9d3e55f5f596dcea484db6598491f03cf5e98f9e8e1081ac333d81df577e,True,False,0,0,3,0,False,0,0,False
48,1,5dae61c8dcf9cf5bc70427df36553bb2d18cbf86179f5c5facd90fc4da0c7af7,1,0e50c25afc8f7c5b8cfc77284464df0440b2d65542881bbae652c8975cfb5894,True,True,0,1,3,-1,False,0,1,False
48,1,5dae61c8dcf9cf5bc70427df36553bb2d18cbf86179f5c5facd90fc4da0c7af7,1,a25893dde99448f79531912c0dc8e1fa1c208680d9854f351577121d4b5f534f,True,False,0,0,3,0,False,0,0,False
48,1,5dae61c8dcf9cf5bc70427df36553bb2d18cbf86179f5c5facd90fc4da0c7af7,1,b8cfcb730599812475ee246e4e5dd857c79331bdf3202761aa7a4acf893be2b5,True,False,0,0,3,0,False,0,0,False
48,1,5dae61c8dcf9cf5bc70427df36553bb2d18cbf86179f5c5facd90fc4da0c7af7,1,99dc366eb8624ce1db6deaa5dbadbfd32a86d773d9fd7ceb3549895a41307717,True,False,0,0,3,0,False,0,0,False
48,1,5dae61c8dcf9cf5bc70427df36553bb2d18cbf86179f5c5facd90fc4da0c7af7,1,aaf47cda56f320e00a893f109d8bef05f81bef88e0646a2dfedc05620fb89ba8,True,False,0,0,3,0,False,0,0,False
48,1,5dae61c8dcf9cf5bc70427df36553bb2d18cbf86179f5c5facd90fc4da0c7af7,1,ee1dcfbd373795a127fcb34436ef1934060be722821a8c054a9d77d723e91210,True,False,0,1,3,-1,False,0,1,False
48,1,5dae61c8dcf9cf5bc70427df36553bb2d18cbf86179f5c5facd90fc4da0c7af7,1,790db948bdc0cf00e68ec747f91f0d67c6c598065d7a536119e844ed87c3b76d,True,True,0,0,3,0,False,0,0,False
48,1,df01019c68305e06e371254a5b024aae35507db89d7abf23358f629d9625f0a0,1,91e780478a119714a4cdd8bb4ecf8b91c54899826c61e98181f2081654aa45d0,True,False,0,0,3,0,False,0,0,False
48,1,df01019c68305e06e371254a5b024aae35507db89d7abf23358f629d9625f0a0,1,b4c58570f88ebeac42bb65e3da67debef37c1945f0544b421513dc3721a96da7,True,False,0,0,3,0,False,0,0,False
48,1,df01019c68305e06e371254a5b024aae35507db89d7abf23358f629d9625f0a0,1,e39c7bfc2d60a8ac6ae2571f14cc7b9c6092369df29244754b49bd6b186692b6,True,False,0,0,3,0,False,0,0,False
48,1,df01019c68305e06e371254a5b024aae35507db89d7abf23358f629d9625f0a0,1,c68b63186b95718140cb1dd3286d906e8b02b54173c26260c15c1ae8cad5eeb4,True,False,0,0,3,0,False,0,0,False
48,1,df01019c68305e06e371254a5b024aae35507db89d7abf23358f629d9625f0a0,1,8fbb9d3e55f5f596dcea484db6598491f03cf5e98f9e8e1081ac333d81df577e,True,False,0,0,3,0,False,0,0,False
48,1,df01019c68305e06e371254a5b024aae35507db89d7abf23358f629d9625f0a0,1,0e50c25afc8f7c5b8cfc77284464df0440b2d65542881bbae652c8975cfb5894,True,True,0,0,3,0,False,0,0,False
48,1,df01019c68305e06e371254a5b024aae35507db89d7abf23358f629d9625f0a0,1,a25893dde99448f79531912c0dc8e1fa1c208680d9854f351577121d4b5f534f,True,False,0,0,3,0,False,0,0,False
48,1,df01019c68305e06e371254a5b024aae35507db89d7abf23358f629d9625f0a0,1,b8cfcb730599812475ee246e4e5dd857c79331bdf3202761aa7a4acf893be2b5,True,False,0,0,3,0,False,0,0,False
48,1,df01019c68305e06e371254a5b024aae35507db89d7abf23358f629d9625f0a0,1,99dc366eb8624ce1db6deaa5dbadbfd32a86d773d9fd7ceb3549895a41307717,True,False,0,0,3,0,False,0,0,False
48,1,df01019c68305e06e371254a5b024aae35507db89d7abf23358f629d9625f0a0,1,aaf47cda56f320e00a893f109d8bef05f81bef88e0646a2dfedc05620fb89ba8,True,False,0,0,3,0,False,0,0,False
48,1,df01019c68305e06e371254a5b024aae35507db89d7abf23358f629d9625f0a0,1,ee1dcfbd373795a127fcb34436ef1934060be722821a8c054a9d77d723e91210,True,False,0,0,3,0,False,0,0,False
48,1,df01019c68305e06e371254a5b024aae35507db89d7abf23358f629d9625f0a0,1,790db948bdc0cf00e68ec747f91f0d67c6c598065d7a536119e844ed87c3b76d,True,True,0,0,3,0,False,0,0,False
48,1,0e96fd4f921e5164c11f6d739d1faa38866bdb21d30a10cb0d6a2e5b8e5bbdce,0,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,True,True,1,1,2,-1,False,0,1,True
48,1,0e96fd4f921e5164c11f6d739d1faa38866bdb21d30a10cb0d6a2e5b8e5bbdce,0,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,True,True,1,1,2,-1,False,0,1,True
48,1,0e96fd4f921e5164c11f6d739d1faa38866bdb21d30a10cb0d6a2e5b8e5bbdce,0,e5ea73458c15216da1433eb90dee13dd59e142b50b4277f2510ddd1340e29ebd,True,False,1,1,2,-1,False,0,1,True
48,1,d1ad747d52292f44fb1cca28a12a587918d60f1c265101358ec0dfaf54715e3f,0,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,True,True,1,1,2,-1,False,0,1,True
48,1,d1ad747d52292f44fb1cca28a12a587918d60f1c265101358ec0dfaf54715e3f,0,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,True,True,1,1,2,-1,False,0,1,True
48,1,d1ad747d52292f44fb1cca28a12a587918d60f1c265101358ec0dfaf54715e3f,0,e5ea73458c15216da1433eb90dee13dd59e142b50b4277f2510ddd1340e29ebd,True,False,1,1,2,-1,False,0,1,True
48,2,81cf055bc793a679e597c6f5bbd357a4a88f77f4e89c4f06e3b7279482a191b8,4,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,True,False,2,0,1,0,False,0,0,False
48,2,81cf055bc793a679e597c6f5bbd357a4a88f77f4e89c4f06e3b7279482a191b8,4,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,True,True,2,0,1,0,False,0,0,False
48,2,81cf055bc793a679e597c6f5bbd357a4a88f77f4e89c4f06e3b7279482a191b8,4,55d982ac6e7025a805e7a9ec459148237716daae0c5e6475fcd9b50da7120a0e,True,True,2,0,1,0,False,0,0,False
48,2,81cf055bc793a679e597c6f5bbd357a4a88f77f4e89c4f06e3b7279482a191b8,4,f64a3984529e409068310bc14ee855cee9ba35f94babcb79c9538c6019daeb12,True,False,2,0,1,0,False,0,0,False
48,2,9c5cccd5958060341a9f9e04a755f42c6be2b1026453ffbd005b4b662d50ec2d,4,db1522cb1e9faea66693043bdba783103f021f249ff6c80e50578f3e1395e18e,True,False,2,1,1,-1,False,1,1,True
48,2,9c5cccd5958060341a9f9e04a755f42c6be2b1026453ffbd005b4b662d50ec2d,4,38100a39707ef9399acc5e4ca32d137c48e41fc8da463d881e43d2b887fca075,True,True,2,0,1,0,False,0,0,True
48,2,9c5cccd5958060341a9f9e04a755f42c6be2b1026453ffbd005b4b662d50ec2d,4,55d982ac6e7025a805e7a9ec459148237716daae0c5e6475fcd9b50da7120a0e,True,True,2,0,1,0,False,0,0,True
48,2,9c5cccd5958060341a9f9e04a755f42c6be2b1026453ffbd005b4b662d50ec2d,4,f64a3984529e409068310bc14ee855cee9ba35f94babcb79c9538c6019daeb12,True,False,2,1,1,-1,False,1,1,True
48,2,4619a3b2218a7e45f2253d86e19ab4c60cf5612686fe27dc61cc5f8d309d5916,2,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,True,True,2,1,1,-1,False,1,1,False
48,2,4619a3b2218a7e45f2253d86e19ab4c60cf5612686fe27dc61cc5f8d309d5916,2,dd08d6581b3e3877846a4a99f992a9d9cfc9ff7c67f0036184d3a213c0f97ca1,True,False,2,0,1,0,False,0,0,False
48,2,4619a3b2218a7e45f2253d86e19ab4c60cf5612686fe27dc61cc5f8d309d5916,2,c71e4045e51e39498a9f8bd5f084e3d402588c84b0e5db4e870547eeb2d843bd,True,True,2,1,1,-1,False,1,1,False
48,2,4619a3b2218a7e45f2253d86e19ab4c60cf5612686fe27dc61cc5f8d309d5916,2,fa905aa1108342ffe7464ff085f98ac61050842972cb97610d172f24fc300e52,True,False,2,0,1,0,False,0,0,False
48,2,aa1cfad6c96010bd2384b6e40691e0d7daf742bf9ab6d816d3732a2430a24da1,2,395899214628d88ce3606f769ec8aa9bb61f260cfe3c2cb38b880cefaf567d88,True,True,2,1,1,-1,False,1,1,False
